1014599	acetaminophen 300 MG / oxycodone hydrochloride 10 MG Oral Tablet	SCD	RXNORM	oxycodone	9
1014599	acetaminophen 300 MG / oxyCODONE hydrochloride 10 MG Oral Tablet	TMSY	RXNORM	oxycodone	9
1014599	Acetaminophen 300 mg and oxycodone hydrochloride 10 mg oral tablet	PT	SNOMEDCT_US	oxycodone	9
1014599	acetaminophen-oxycodone 300 mg-10 mg oral tablet	CD	MMSL	oxycodone	9
1014599	Acetaminophen-Oxycodone Hydrochloride, 300 mg-10 mg oral tablet	BD	MMSL	oxycodone	9
1014599	Acetaminophen/Oxycodone Hydrochloride 300 MG-10 MG Oral Tablet	CD	MMX	oxycodone	9
1014599	APAP 300 MG / oxycodone hydrochloride 10 MG Oral Tablet	SY	RXNORM	oxycodone	9
1014599	APAP 300 MG / oxyCODONE hydrochloride 10 MG Oral Tablet	TMSY	RXNORM	oxycodone	9
1014599	OXYCODONE 10MG/ACETAMINOPHEN 300MG TAB	AB	VANDF	oxycodone	9
1014599	oxyCODONE HCl 10 MG / acetaminophen 300 MG Oral Tablet	PSN	RXNORM	oxycodone	9
1014599	OXYCODONE HCL 10MG/ACETAMINOPHEN 300MG TAB	CD	VANDF	oxycodone	9
1014599	oxycodone HCl/acetaminophen 10 mg-300 mg ORAL TABLET	CDA	NDDF	oxycodone	9
1014599	oxycodone HCl/acetaminophen 10 mg-300 mg ORAL TABLET	CDC	NDDF	oxycodone	9
1014599	oxycodone HCl/acetaminophen@10 mg-300 mg@ORAL@TABLET	CDD	NDDF	oxycodone	9
1014599	OXYCODONE HYDROCHLORIDE 10 mg / ACETAMINOPHEN 300 mg ORAL TABLET [oxycodone and acetaminophen]	DP	MTHSPL	oxycodone	9
1014599	Oxycodone hydrochloride 10 mg and paracetamol 300 mg oral tablet	SY	SNOMEDCT_US	oxycodone	9
1014599	Oxycodone Hydrochloride 10mg, Acetaminophen 300mg Oral tablet	CD	GS	oxycodone	9
1014599	Product containing precisely oxycodone hydrochloride 10 milligram and paracetamol 300 milligram/1 each conventional release oral tablet (clinical drug)	FN	SNOMEDCT_US	oxycodone	9
1014615	acetaminophen 300 MG / oxycodone hydrochloride 5 MG Oral Tablet	SCD	RXNORM	oxycodone	9
1014615	acetaminophen 300 MG / oxyCODONE hydrochloride 5 MG Oral Tablet	TMSY	RXNORM	oxycodone	9
1014615	Acetaminophen 300 mg and oxycodone hydrochloride 5 mg oral tablet	PT	SNOMEDCT_US	oxycodone	9
