1010600	buprenorphine 2 MG / naloxone 0.5 MG Buccal Film	SY	RXNORM	buprenorphine	13
1010600	buprenorphine 2 MG / naloxone 0.5 MG Sublingual Film	SCD	RXNORM	buprenorphine	13
1010600	buprenorphine 2 MG / naloxone 0.5 MG Sublingual Film	SY	RXNORM	buprenorphine	13
1010600	BUPRENORPHINE 2MG/NALOXONE 0.5MG FILM,SUBLINGUAL	CD	VANDF	buprenorphine	13
1010600	BUPRENORPHINE 2MG/NALOXONE 0.5MG SL FILM	AB	VANDF	buprenorphine	13
1010600	buprenorphine HCl 2 MG / naloxone HCl 0.5 MG Sublingual Film	PSN	RXNORM	buprenorphine	13
1010600	buprenorphine HCl/naloxone HCl 2 mg-0.5 mg SUBLINGUAL FILM, MEDICATED (EA)	CDA	NDDF	buprenorphine	13
1010600	buprenorphine HCl/naloxone HCl 2 mg-0.5 mg SUBLINGUAL FILM, MEDICATED (EA)	CDC	NDDF	buprenorphine	13
1010600	buprenorphine HCl/naloxone HCl@2 mg-0.5 mg@SUBLINGUAL@FILM, MEDICATED (EA)	CDD	NDDF	buprenorphine	13
1010600	BUPRENORPHINE HYDROCHLORIDE 2 mg / Naloxone 0.5 mg BUCCAL FILM, SOLUBLE	DP	MTHSPL	buprenorphine	13
1010600	BUPRENORPHINE HYDROCHLORIDE 2 mg / Naloxone 0.5 mg SUBLINGUAL FILM, SOLUBLE	DP	MTHSPL	buprenorphine	13
1010600	BUPRENORPHINE HYDROCHLORIDE 2 mg / NALOXONE HYDROCHLORIDE DIHYDRATE 0.5 mg BUCCAL FILM	DP	MTHSPL	buprenorphine	13
1010600	BUPRENORPHINE HYDROCHLORIDE 2 mg / NALOXONE HYDROCHLORIDE DIHYDRATE 0.5 mg BUCCAL FILM [Buprenorphine and Naloxone Sublingual Film]	DP	MTHSPL	buprenorphine	13
1010600	BUPRENORPHINE HYDROCHLORIDE 2 mg / NALOXONE HYDROCHLORIDE DIHYDRATE 0.5 mg SUBLINGUAL FILM	DP	MTHSPL	buprenorphine	13
1010600	BUPRENORPHINE HYDROCHLORIDE 2 mg / NALOXONE HYDROCHLORIDE DIHYDRATE 0.5 mg SUBLINGUAL FILM [Buprenorphine and Naloxone Sublingual Film]	DP	MTHSPL	buprenorphine	13
1010600	Buprenorphine Hydrochloride 2mg, Naloxone Hydrochloride 0.5mg Oral Dissolving film	CD	GS	buprenorphine	13
1010600	buprenorphine-naloxone 2 mg-0.5 mg sublingual film	CD	MMSL	buprenorphine	13
1010600	Buprenorphine-Naloxone, 2 mg-0.5 mg sublingual film	BD	MMSL	buprenorphine	13
1010600	Buprenorphine/Naloxone 2 MG-0.5 MG Sublingual Film	CD	MMX	buprenorphine	13
1010601	buprenorphine 2 MG / naloxone 0.5 MG [Suboxone]	SBDC	RXNORM	buprenorphine	13
1010603	buprenorphine 2 MG / naloxone 0.5 MG Sublingual Film [Suboxone]	SBD	RXNORM	buprenorphine	13
1010603	buprenorphine hydrochloride 2 mg / naloxone hydrochloride 0.5 mg BUCCAL FILM, SOLUBLE [Suboxone]	DP	MTHSPL	buprenorphine	13
1010603	buprenorphine hydrochloride 2 mg / naloxone hydrochloride 0.5 mg SUBLINGUAL FILM, SOLUBLE [Suboxone]	DP	MTHSPL	buprenorphine	13
1010603	Buprenorphine/Naloxone 2 MG-0.5 MG Sublingual Film [SUBOXONE]	BD	MMX	buprenorphine	13
1010603	Suboxone 2 MG / 0.5 MG Sublingual Film	PSN	RXNORM	suboxone	8
1010603	Suboxone 2/0.5 (buprenorphine HCl / naloxone HCl dihydrate) Sublingual Film	SY	RXNORM	buprenorphine	13
1010603	Suboxone 2/0.5 Sublingual Film	SY	RXNORM	suboxone	8
1010603	Suboxone 2mg-0.5mg Sublingual Film	BD	GS	suboxone	8
1010603	Suboxone, 2 mg-0.5 mg sublingual film	BD	MMSL	suboxone	8
1010604	buprenorphine 8 MG / naloxone 2 MG Buccal Film	SY	RXNORM	buprenorphine	13
1010604	buprenorphine 8 MG / naloxone 2 MG Sublingual Film	SCD	RXNORM	buprenorphine	13
1010604	buprenorphine 8 MG / naloxone 2 MG Sublingual Film	SY	RXNORM	buprenorphine	13
1010604	BUPRENORPHINE 8MG/NALOXONE 2MG FILM,SUBLINGUAL	CD	VANDF	buprenorphine	13
