1007354	chlorpheniramine / dihydrocodeine / phenylephrine / phenylpropanolamine
1007354	chlorpheniramine/dihydrocodeine/PE/PPA
1008256	brompheniramine / dihydrocodeine / pseudoephedrine
1008256	brompheniramine/dihydrocodeine/PSE
1008260	chlorpheniramine / dihydrocodeine / pseudoephedrine
1008260	chlorpheniramine/dihydrocodeine/PSE
1008454	dihydrocodeine / phenyltoloxamine
1088735	Despec-PDC
1152537	acetaminophen / dihydrocodeine / salicylamide Oral Product
1152538	acetaminophen / dihydrocodeine / salicylamide Pill
1152539	acetaminophen / dihydrocodeine Oral Product
1152539	Acetaminophen- and dihydrocodeine-containing product in oral dose form
1152539	Dihydrocodeine- and paracetamol-containing product in oral dose form
1152539	Product containing dihydrocodeine and paracetamol in oral dose form (medicinal product form)
1152540	acetaminophen / dihydrocodeine Pill
1153239	aspirin / caffeine / dihydrocodeine / promethazine Oral Product
1153516	aspirin / caffeine / dihydrocodeine / promethazine Pill
1153517	aspirin / caffeine / dihydrocodeine Oral Product
1153517	Aspirin- and caffeine- and dihydrocodeine-containing product in oral dose form
1153517	Product containing aspirin and caffeine and dihydrocodeine in oral dose form (medicinal product form)
1153518	aspirin / caffeine / dihydrocodeine Pill
1154590	acetaminophen / caffeine / dihydrocodeine Oral Product
1154590	Acetaminophen- and caffeine- and dihydrocodeine-containing product in oral dose form
1154590	Caffeine- and dihydrocodeine- and paracetamol-containing product in oral dose form
1154590	Product containing caffeine and dihydrocodeine and paracetamol in oral dose form (medicinal product form)
1154591	acetaminophen / caffeine / dihydrocodeine Pill
1155442	chlorpheniramine / dihydrocodeine / phenylephrine / phenylpropanolamine Oral Liquid Product
1155443	chlorpheniramine / dihydrocodeine / phenylephrine / phenylpropanolamine Oral Product
1155444	chlorpheniramine / dihydrocodeine / phenylephrine Oral Liquid Product
1155445	chlorpheniramine / dihydrocodeine / phenylephrine Oral Product
1155446	chlorpheniramine / dihydrocodeine / pseudoephedrine Oral Liquid Product
1155447	chlorpheniramine / dihydrocodeine / pseudoephedrine Oral Product
1156055	brompheniramine / dihydrocodeine / phenylephrine Oral Liquid Product
