1157383	ethylmorphine / terpin hydrate Oral Liquid Product
2001360	acetaminophen 325 MG / benzhydrocodone 6.12 MG [Apadaz]
2118729	acetaminophen 325 MG / benzhydrocodone 4.08 MG [Apadaz]
2118733	acetaminophen 325 MG / benzhydrocodone 8.16 MG [Apadaz]
245903	ethylmorphine 1.14 MG/ML / terpin hydrate 2.78 MG/ML Oral Solution
248827	ethylmorphine 30 MG Oral Tablet
432475	ethylmorphine 15 MG Oral Tablet
432476	ethylmorphine 5 MG Oral Tablet
1157383	ethylmorphine / terpin hydrate Oral Liquid Product
1157384	ethylmorphine / terpin hydrate Oral Product
1157385	ethylmorphine Oral Product
1157386	ethylmorphine Pill
1174058	Hydone Tablet Oral Product
1174059	Hydone Tablet Pill
2001353	benzhydrocodone 6.12 MG
2001364	acetaminophen 325 MG / benzhydrocodone 6.12 MG Oral Tablet [Apadaz]
2001364	Acetaminophen/Benzhydrocodone 325 MG-6.12 MG Oral Tablet [APADAZ]
2001364	APAP 325 MG / benzhydrocodone 6.12 MG Oral Tablet [Apadaz]
2001364	BENZHYDROCODONE HYDROCHLORIDE 6.12 mg / ACETAMINOPHEN 325 mg ORAL TABLET [APADAZ]
2118727	benzhydrocodone 4.08 MG
2118730	acetaminophen 325 MG / benzhydrocodone 4.08 MG Oral Tablet [Apadaz]
2118730	Acetaminophen/Benzhydrocodone 325 MG-4.08 MG Oral Tablet [APADAZ]
2118730	APAP 325 MG / benzhydrocodone 4.08 MG Oral Tablet [Apadaz]
2118730	BENZHYDROCODONE HYDROCHLORIDE 4.08 mg / ACETAMINOPHEN 325 mg ORAL TABLET [APADAZ]
2118731	benzhydrocodone 8.16 MG
2118734	acetaminophen 325 MG / benzhydrocodone 8.16 MG Oral Tablet [Apadaz]
2118734	Acetaminophen/Benzhydrocodone 325 MG-8.16 MG Oral Tablet [APADAZ]
2118734	APAP 325 MG / benzhydrocodone 8.16 MG Oral Tablet [Apadaz]
2118734	BENZHYDROCODONE HYDROCHLORIDE 8.16 mg / ACETAMINOPHEN 325 mg ORAL TABLET [APADAZ]
2122776	benzhydrocodone (as hydrochloride)
2122776	benzhydrocodone HCl
2122776	Benzhydrocodone hydrochloride
235782	ethylmorphine HCl
235782	ethylmorphine hydrochloride
235782	Ethylmorphine hydrochloride (substance)
