1000006	naloxone 0.4 mg/mL injectable solution
1000006	Naloxone Hydrochloride 0.4 MG/1 ML Injection Solution_#1
1000006	Naloxone Hydrochloride 0.4 MG/1 ML Injection Solution_#2
1000006	Naloxone Hydrochloride 0.4 MG/1 ML Injection Solution_#3
1000006	Naloxone Hydrochloride 0.4mg/1mL Solution for injection_#1
1000006	Naloxone Hydrochloride 0.4mg/1mL Solution for injection_#2
1000006	Naloxone Hydrochloride 0.4mg/1mL Solution for injection_#3
1000006	Naloxone Hydrochloride, 0.4 mg/mL injectable solution_#1
1000006	Naloxone Hydrochloride, 0.4 mg/mL injectable solution_#2
1000006	Naloxone Hydrochloride, 0.4 mg/mL injectable solution_#3
1000058	Hydrocodone-PPA
1000060	Hydrocodone-PPA
1000062	Hydrocodone-PPA
1001681	oxycodone HCl 10 mg ORAL TABLET
1001681	oxycodone HCl@10 mg@ORAL@TABLET
10022	Stadol
10022	Stadol NS
1010608	Buprenorphine Hydrochloride-Naloxone HCl, 2 mg-0.5 mg sublingual tablet
1010608	buprenorphine-naloxone 2 mg-0.5 mg sublingual tablet
1010608	Buprenorphine/Naloxone 2 MG-0.5 MG Sublingual Tablet
1010608	Buprenorphine/Naloxone 2 MG-0.5 MG Sublingual Tablet [BUPRENORPHINE-NALOXONE]
1010609	Buprenorphine Hydrochloride-Naloxone HCl, 8 mg-2 mg sublingual tablet
1010609	buprenorphine-naloxone 8 mg-2 mg sublingual tablet
1010609	Buprenorphine/Naloxone 8 MG-2 MG Sublingual Tablet
1010609	Buprenorphine/Naloxone 8 MG-2 MG Sublingual Tablet [BUPRENORPHINE-NALOXONE]
1010946	Acetaminophen-Hydrocodone Bitartrate
10110	Dilaudid, 4 mg oral tablet
10110	HYDROmorphone 4 mg oral tablet
10110	HYDROmorphone Hydrochloride, 4 mg oral tablet
1011360	Acetaminophen-Hydrocodone Bitartrate
1014599	acetaminophen 300 MG / oxycodone hydrochloride 10 MG Oral Tablet
1014599	Acetaminophen 300 mg and oxycodone hydrochloride 10 mg oral tablet
1014599	acetaminophen-oxycodone 300 mg-10 mg oral tablet
1014599	Acetaminophen-Oxycodone Hydrochloride, 300 mg-10 mg oral tablet
1014599	Acetaminophen/Oxycodone Hydrochloride 300 MG-10 MG Oral Tablet
1014599	Acetaminophen/Oxycodone Hydrochloride 300 MG-10 MG Oral Tablet [PRIMLEV]
1014599	Acetaminophen/Oxycodone Hydrochloride 300 MG-10 MG Oral Tablet [PROLATE]
1014599	APAP 300 MG / oxyCODONE hydrochloride 10 MG Oral Tablet
1014599	OXYCODONE 10MG/ACETAMINOPHEN 300MG TAB
1014599	oxyCODONE HCl 10 MG / acetaminophen 300 MG Oral Tablet
1014599	OXYCODONE HCL 10MG/ACETAMINOPHEN 300MG TAB
1014599	oxycodone HCl/acetaminophen 10 mg-300 mg ORAL TABLET
1014599	oxycodone HCl/acetaminophen@10 mg-300 mg@ORAL@TABLET
1014599	OXYCODONE HYDROCHLORIDE 10 mg / ACETAMINOPHEN 300 mg ORAL TABLET [oxycodone and acetaminophen]
1014599	Oxycodone hydrochloride 10 mg and paracetamol 300 mg oral tablet
1014599	Oxycodone Hydrochloride 10mg, Acetaminophen 300mg Oral tablet
1014599	Product containing precisely oxycodone hydrochloride 10 milligram and paracetamol 300 milligram/1 each conventional release oral tablet (clinical drug)
1014599	Prolate, 300 mg-10 mg oral tablet
1014605	acetaminophen-oxycodone 300 mg-10 mg oral tablet
1014605	Acetaminophen-Oxycodone Hydrochloride, 300 mg-10 mg oral tablet
1014605	Acetaminophen/Oxycodone Hydrochloride 300 MG-10 MG Oral Tablet
1014605	Acetaminophen/Oxycodone Hydrochloride 300 MG-10 MG Oral Tablet [PRIMLEV]
1014605	Acetaminophen/Oxycodone Hydrochloride 300 MG-10 MG Oral Tablet [PROLATE]
1014605	Prolate, 300 mg-10 mg oral tablet
1014615	acetaminophen 300 MG / oxycodone hydrochloride 5 MG Oral Tablet
1014615	Acetaminophen 300 mg and oxycodone hydrochloride 5 mg oral tablet
1014615	acetaminophen-oxycodone 300 mg-5 mg oral tablet
1014615	Acetaminophen-Oxycodone Hydrochloride, 300 mg-5 mg oral tablet
1014615	Acetaminophen/Oxycodone Hydrochloride 300 MG-5 MG Oral Tablet
1014615	Acetaminophen/Oxycodone Hydrochloride 300 MG-5 MG Oral Tablet [PRIMLEV]
1014615	Acetaminophen/Oxycodone Hydrochloride 300 MG-5 MG Oral Tablet [PROLATE]
1014615	APAP 300 MG / oxyCODONE 5 MG Oral Tablet
1014615	APAP 300 MG / oxyCODONE Hydrochloride 5 MG Oral Tablet
1014615	oxyCODONE HCl 5 MG / acetaminophen 300 MG Oral Tablet
1014615	OXYCODONE HCL 5/ACETAMINOPHEN 300MG TAB
1014615	OXYCODONE HCL 5MG/ACETAMINOPHEN 300MG TAB
1014615	oxycodone HCl/acetaminophen 5 mg-300 mg ORAL TABLET
1014615	oxycodone HCl/acetaminophen@5 mg-300 mg@ORAL@TABLET
1014615	OXYCODONE HYDROCHLORIDE 5 mg / ACETAMINOPHEN 300 mg ORAL TABLET [oxycodone and acetaminophen]
1014615	Oxycodone hydrochloride 5 mg and paracetamol 300 mg oral tablet
