1007084	chlorpheniramine / hydrocodone / phenylephrine / pseudoephedrine / pyrilamine
1007204	codeine / propyphenazone
1007238	aconite / codeine / Erysimum preparation
1007286	ephedrine / ethylmorphine
1007293	codeine / potassium
1007354	chlorpheniramine / dihydrocodeine / phenylephrine / phenylpropanolamine
1007354	chlorpheniramine/dihydrocodeine/PE/PPA
1007383	attapulgite / morphine
1007477	codeine / ethylmorphine
1007561	atropine / hydromorphone
1007568	codeine / guaiacolsulfonic acid / phenylephrine / promethazine
1007569	acetaminophen / chlorpheniramine / codeine
1007569	acetaminophen/chlorpheniramine/codeine
1007572	acetaminophen / codeine / guaifenesin / pseudoephedrine
1007572	acetaminophen/codeine/guaifenesin/PSE
1007650	guaiacolsulfonate / morphine
1007785	fentanyl / sodium chloride
1007791	hydrocodone / pheniramine / phenylephrine / phenylpropanolamine / pyrilamine
1007791	hydrocodone/pheniramine/PE/PPA/pyrilamine
1007909	naloxone / tilidine
1007909	tilidine and naloxone
1008059	brompheniramine / codeine / guaifenesin
1008060	butalbital / caffeine / codeine
1008110	codeine / diclofenac
1008256	brompheniramine / dihydrocodeine / pseudoephedrine
1008256	brompheniramine/dihydrocodeine/PSE
1008260	chlorpheniramine / dihydrocodeine / pseudoephedrine
1008260	chlorpheniramine/dihydrocodeine/PSE
1008298	acetaminophen / caffeine / chlorpheniramine / hydrocodone / phenylephrine
1008298	APAP/caffeine/CPM/hydrocodone/PE
1008315	codeine / guaifenesin / promethazine
1008319	caffeine / codeine / pheniramine / phenylephrine / salicylic acid
1008454	dihydrocodeine / phenyltoloxamine
1008493	benzoate / codeine
1008519	guaiacolsulfonate / hydrocodone
1008554	acetaminophen / codeine / magnesium salicylate / phenyltoloxamine
1008793	chlorpheniramine / hydrocodone / phenylephrine / pyrilamine
1008812	codeine / guaiacolsulfonic acid / promethazine
1008868	codeine / guaiacolsulfonate
1008871	acetaminophen / codeine / guaifenesin / phenylephrine
1008871	acetaminophen/codeine/guaifenesin/PE
1008880	guaiacolsulfonic acid / hydrocodone
1008954	codeine / Erysimum preparation
1008955	guaiacolsulfonate / hydrocodone / pseudoephedrine
1009056	fentanyl / ropivacaine / sodium chloride
1010598	naloxone hydrochloride dihydrate
1010598	Naloxone hydrochloride dihydrate (substance)
1010600	buprenorphine 2 MG / naloxone 0.5 MG Buccal Film
1010600	buprenorphine 2 MG / naloxone 0.5 MG Sublingual Film
1010600	BUPRENORPHINE 2MG/NALOXONE 0.5MG FILM,SUBLINGUAL
1010600	BUPRENORPHINE 2MG/NALOXONE 0.5MG SL FILM
1010600	buprenorphine HCl 2 MG / naloxone HCl 0.5 MG Sublingual Film
1010600	buprenorphine HCl/naloxone HCl 2 mg-0.5 mg SUBLINGUAL FILM, MEDICATED (EA)
1010600	buprenorphine HCl/naloxone HCl@2 mg-0.5 mg@SUBLINGUAL@FILM, MEDICATED (EA)
1010600	BUPRENORPHINE HYDROCHLORIDE 2 mg / Naloxone 0.5 mg BUCCAL FILM, SOLUBLE
1010600	BUPRENORPHINE HYDROCHLORIDE 2 mg / Naloxone 0.5 mg SUBLINGUAL FILM, SOLUBLE
1010600	BUPRENORPHINE HYDROCHLORIDE 2 mg / NALOXONE HYDROCHLORIDE DIHYDRATE 0.5 mg BUCCAL FILM
1010600	BUPRENORPHINE HYDROCHLORIDE 2 mg / NALOXONE HYDROCHLORIDE DIHYDRATE 0.5 mg BUCCAL FILM [Buprenorphine and Naloxone Sublingual Film]
1010600	BUPRENORPHINE HYDROCHLORIDE 2 mg / NALOXONE HYDROCHLORIDE DIHYDRATE 0.5 mg SUBLINGUAL FILM
1010600	BUPRENORPHINE HYDROCHLORIDE 2 mg / NALOXONE HYDROCHLORIDE DIHYDRATE 0.5 mg SUBLINGUAL FILM [Buprenorphine and Naloxone Sublingual Film]
1010600	Buprenorphine Hydrochloride 2mg, Naloxone Hydrochloride 0.5mg Oral Dissolving film
1010600	buprenorphine-naloxone 2 mg-0.5 mg sublingual film
1010600	Buprenorphine-Naloxone, 2 mg-0.5 mg sublingual film
1010600	Buprenorphine/Naloxone 2 MG-0.5 MG Sublingual Film
1010601	buprenorphine 2 MG / naloxone 0.5 MG [Suboxone]
1010603	buprenorphine 2 MG / naloxone 0.5 MG Sublingual Film [Suboxone]
1010603	buprenorphine hydrochloride 2 mg / naloxone hydrochloride 0.5 mg BUCCAL FILM, SOLUBLE [Suboxone]
1010603	buprenorphine hydrochloride 2 mg / naloxone hydrochloride 0.5 mg SUBLINGUAL FILM, SOLUBLE [Suboxone]
1010603	Buprenorphine/Naloxone 2 MG-0.5 MG Sublingual Film [SUBOXONE]
1010603	Suboxone 2 MG / 0.5 MG Sublingual Film
1010603	Suboxone 2/0.5 (buprenorphine HCl / naloxone HCl dihydrate) Sublingual Film
1010603	Suboxone 2/0.5 Sublingual Film
1010603	Suboxone 2mg-0.5mg Sublingual Film
1010603	Suboxone, 2 mg-0.5 mg sublingual film
1010604	buprenorphine 8 MG / naloxone 2 MG Buccal Film
1010604	buprenorphine 8 MG / naloxone 2 MG Sublingual Film
1010604	BUPRENORPHINE 8MG/NALOXONE 2MG FILM,SUBLINGUAL
1010604	BUPRENORPHINE 8MG/NALOXONE 2MG SL FILM
1010604	buprenorphine HCl 8 MG / naloxone HCl 2 MG Sublingual Film
